.model,Date,extent,trend,season_12,remainder,season_adjust
STL(extent ~ trend() + season(period = 12)),1992-10-01,9.32,12.185446228272461,-3.1209153285293967,0.2554691002569349,12.440915328529396
STL(extent ~ trend() + season(period = 12)),1992-11-01,11.38,12.199028762333045,-0.7660375583772273,-0.052991203955816246,12.146037558377229
STL(extent ~ trend() + season(period = 12)),1992-12-01,13.41,12.16842417108331,1.3291718295665993,-0.08759600064990813,12.080828170433401
STL(extent ~ trend() + season(period = 12)),1993-01-01,14.9,12.137819579833575,2.753516840406167,0.008663579760256113,12.146483159593831
STL(extent ~ trend() + season(period = 12)),1993-02-01,15.69,12.10721498858384,3.565687977492461,0.0170970339236991,12.124312022507539
STL(extent ~ trend() + season(period = 12)),1993-03-01,15.81,12.063876881043548,3.6383609323967194,0.10776218655973224,12.17163906760328
STL(extent ~ trend() + season(period = 12)),1993-04-01,15.08,12.020538773503256,2.8567078813054354,0.20275334519130794,12.223292118694564
STL(extent ~ trend() + season(period = 12)),1993-05-01,13.37,11.977200665962965,1.4298469939828589,-0.0370476599458236,11.940153006017141
STL(extent ~ trend() + season(period = 12)),1993-06-01,11.87,11.958774898871573,0.052616904710525346,-0.14139180358209913,11.817383095289474
STL(extent ~ trend() + season(period = 12)),1993-07-01,9.48,11.940349131780183,-2.1816704097650077,-0.2786787220151741,11.661670409765009
STL(extent ~ trend() + season(period = 12)),1993-08-01,7.33,11.92192336468879,-4.410705852092191,-0.18121751259660002,11.74070585209219
STL(extent ~ trend() + season(period = 12)),1993-09-01,6.4,11.919227048223805,-5.092605047834745,-0.4266220003890613,11.492605047834743
STL(extent ~ trend() + season(period = 12)),1993-10-01,8.79,11.91653073175882,-3.1273584181650884,8.276864062661815e-4,11.917358418165087
STL(extent ~ trend() + season(period = 12)),1993-11-01,11.32,11.913834415293834,-0.82269888450129,0.22886446920745662,12.142698884501291
STL(extent ~ trend() + season(period = 12)),1993-12-01,13.32,11.933405997848698,1.3106438139456336,0.07595018820566857,12.009356186054367
STL(extent ~ trend() + season(period = 12)),1994-01-01,14.73,11.952977580403564,2.746721827308736,0.030300592287700212,11.983278172691264
STL(extent ~ trend() + season(period = 12)),1994-02-01,15.56,11.972549162958428,3.584948561450456,0.0025022755911159322,11.975051438549544
STL(extent ~ trend() + season(period = 12)),1994-03-01,15.55,11.991430014201722,3.6297821433887716,-0.07121215759049271,11.92021785661123
STL(extent ~ trend() + season(period = 12)),1994-04-01,14.89,12.010310865445017,2.851010886902659,0.02867824765232463,12.038989113097342
STL(extent ~ trend() + season(period = 12)),1994-05-01,13.62,12.029191716688311,1.4477311921568523,0.14307709115483824,12.17226880784315
STL(extent ~ trend() + season(period = 12)),1994-06-01,12.02,12.019747011112415,0.04365109651006303,-0.043398107622477866,11.976348903489937
STL(extent ~ trend() + season(period = 12)),1994-07-01,9.93,12.010302305536516,-2.1769085853190386,0.09660627978252201,12.106908585319038
STL(extent ~ trend() + season(period = 12)),1994-08-01,7.64,12.00085759996062,-4.36966256883603,0.008804968875409713,12.00966256883603
STL(extent ~ trend() + season(period = 12)),1994-09-01,7.14,11.966538926850284,-5.047634562869889,0.22109563601960502,12.187634562869889
STL(extent ~ trend() + season(period = 12)),1994-10-01,8.92,11.932220253739946,-3.140848434650558,0.1286281809106118,12.060848434650557
STL(extent ~ trend() + season(period = 12)),1994-11-01,11.12,11.89790158062961,-0.8802895944215424,0.10238801379193241,12.000289594421542
STL(extent ~ trend() + season(period = 12)),1994-12-01,13.27,11.833848052124385,1.2910648815974304,0.1450870662781849,11.97893511840257
STL(extent ~ trend() + season(period = 12)),1995-01-01,14.59,11.769794523619158,2.7387543645530186,0.08145111182782294,11.85124563544698
STL(extent ~ trend() + season(period = 12)),1995-02-01,15.23,11.705740995113933,3.602990963729529,-0.07873195884346096,11.627009036270472
STL(extent ~ trend() + season(period = 12)),1995-03-01,15.26,11.640238059382979,3.619939440681266,-1.7750006424677167e-4,11.640060559318732
STL(extent ~ trend() + season(period = 12)),1995-04-01,14.45,11.574735123652022,2.8438901702403196,0.031374706107657246,11.60610982975968
